MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
0.5585106382978724,0.3277777777777778,0.31666666666666665,0.31666666666666665,0.0,0.017946161515453637
0.5585106382978724,0.33333333333333337,0.33055555555555555,0.3,0.0,0.013958125623130608
0.5585106382978724,0.3111111111111111,0.2888888888888889,0.31666666666666665,0.0,0.017946161515453637
0.5585106382978724,0.3194444444444445,0.32222222222222224,0.26666666666666666,0.0,0.010967098703888335
0.5585106382978724,0.3027777777777778,0.2972222222222222,0.2333333333333333,0.0,0.01694915254237288
0.5585106382978724,0.2916666666666667,0.3027777777777778,0.24166666666666664,0.0,0.007976071784646061
0.5585106382978724,0.3055555555555556,0.325,0.2583333333333333,0.0,0.013958125623130608
0.5585106382978724,0.2888888888888889,0.275,0.18333333333333335,0.0,0.009970089730807577
0.6117021276595744,0.3111111111111111,0.3055555555555556,0.16666666666666666,0.0,0.011964107676969092
0.6382978723404256,0.31666666666666665,0.325,0.4083333333333333,0.0,0.011964107676969092
0.6382978723404256,0.3111111111111111,0.3194444444444445,0.30833333333333335,0.0,0.011964107676969092
0.6648936170212766,0.3138888888888889,0.31666666666666665,0.2833333333333333,0.0,0.012961116650049849
0.6914893617021277,0.3527777777777778,0.3416666666666667,0.27499999999999997,0.0,0.009970089730807577
0.6914893617021277,0.3527777777777778,0.34444444444444444,0.26666666666666666,0.0,0.010967098703888335
0.6914893617021277,0.33333333333333337,0.35000000000000003,0.2833333333333333,0.0,0.014955134596211365
0.6648936170212766,0.3944444444444445,0.35833333333333334,0.29166666666666663,0.0,0.010967098703888335
0.6648936170212766,0.3472222222222222,0.2916666666666667,0.2333333333333333,0.0,0.011964107676969092
0.6117021276595744,0.3055555555555556,0.29444444444444445,0.20833333333333331,0.0,0.011964107676969092
0.6117021276595744,0.2833333333333333,0.30833333333333335,0.19166666666666665,0.0,0.014955134596211365
0.6117021276595744,0.2611111111111111,0.22777777777777777,0.15833333333333333,0.0,0.012961116650049849
0.6117021276595744,0.22222222222222224,0.24444444444444446,0.13333333333333333,0.0,0.010967098703888335
0.6117021276595744,0.23055555555555557,0.20833333333333334,0.10833333333333334,0.0,0.007976071784646061
0.6117021276595744,0.17777777777777778,0.11388888888888889,0.09166666666666667,0.0,0.009970089730807577
0.5851063829787234,0.22777777777777777,0.3416666666666667,0.09999999999999999,0.0,0.008973080757726818
0.5585106382978724,0.38333333333333336,0.3194444444444445,0.09999999999999999,0.0,0.008973080757726818
0.5319148936170213,0.3416666666666667,0.35555555555555557,0.10833333333333334,0.0,0.006979062811565304
0.5053191489361702,0.32222222222222224,0.2555555555555556,0.10833333333333334,0.0,0.009970089730807577
0.5053191489361702,0.10555555555555556,0.8861111111111112,0.03333333333333333,0.0,0.008973080757726818
0.4787234042553192,0.7000000000000001,0.9472222222222223,0.05833333333333333,0.0,0.011964107676969092
