DTE,MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
2020/2/2514:00,27.4,307,313,2.6,0,13
2020/2/2515:00,28.3,313,257,1.2,0,14
2020/2/2516:00,28.4,258,287,2.4,0,17
2020/2/2517:00,25.9,282,273,2.1,0,23
2020/2/2518:00,24,248,231,0.8,0,26
2020/2/2519:00,23.1,199,186,0.7,0,26
2020/2/2520:00,22.9,154,255,0.7,0,24
2020/2/2521:00,22.3,120,116,1,0,23
2020/2/2522:00,21.9,97,89,0.9,0,19
2020/2/2523:00,22.1,88,111,1.1,0,21
2020/2/2600:00,21.4,234,292,0.4,0,28
2020/2/2601:00,20.9,294,292,1.2,0,26
2020/2/2602:00,20.8,291,144,0.6,0,29
2020/2/2603:00,20.7,97,75,0.5,0,22
2020/2/2604:00,20.5,104,97,0.7,0,20
2020/2/2605:00,20.2,103,79,0.5,0,12
2020/2/2606:00,20,118,100,0.8,0,17
2020/2/2607:00,21.2,143,224,0.7,0,19
2020/2/2608:00,23.1,184,167,0.8,0,20
2020/2/2609:00,25.6,263,268,1.6,0,22
2020/2/2610:00,27.3,289,285,3.3,0,18
2020/2/2611:00,27.4,279,281,2.6,0,21
2020/2/2612:00,27.9,289,283,5,0,18
2020/2/2613:00,27.6,286,281,4.7,0,15
2020/2/2614:00,27.1,279,277,4.2,0,16
2020/2/2615:00,26.4,255,227,2.6,0,14
2020/2/2616:00,25.1,241,271,2.7,0,19
2020/2/2617:00,24.2,287,306,1.3,0,22
2020/2/2618:00,23.5,47,129,1.1,0,19
2020/2/2619:00,23.2,79,65,1.3,0,21
2020/2/2620:00,22.3,62,59,3.7,0,18
2020/2/2621:00,21.6,63,51,3.3,0,15
2020/2/2622:00,21.2,62,84,1.7,0,17
2020/2/2623:00,21.1,69,59,3.4,0,11
2020/2/2700:00,20.7,45,51,3,0,11
2020/2/2701:00,20.7,58,64,2.1,0,8
2020/2/2702:00,20.4,54,40,3.5,0,7
2020/2/2703:00,19.8,37,44,1.9,0,11
2020/2/2704:00,19.8,45,53,2.8,0,8
2020/2/2705:00,19.9,60,101,1.4,0,8
2020/2/2706:00,20,121,52,1.4,0,8
2020/2/2707:00,20.1,96,92,1.5,0,8
2020/2/2708:00,20.5,52,92,1.7,0,5
2020/2/2709:00,20.5,47,32,3.3,0,9
2020/2/2710:00,20.8,59,97,2.7,0,12
2020/2/2711:00,22.5,88,59,3.1,0,8
2020/2/2712:00,23.1,89,94,3.1,0,5
2020/2/2713:00,22.5,107,108,3.2,0,3
2020/2/2714:00,21.6,88,94,3.2,0,6
2020/2/2715:00,21.4,94,98,3.4,0,5
2020/2/2716:00,21,96,97,3.6,0,8
2020/2/2717:00,20.3,98,93,2.9,0,7
2020/2/2718:00,20.3,94,83,3.5,0,6
2020/2/2719:00,20.5,94,100,2.6,0,8
2020/2/2720:00,20.4,105,118,2.6,0,4
2020/2/2721:00,20.4,102,98,2.8,0,6
2020/2/2722:00,20.8,104,100,3.1,0,12
2020/2/2723:00,21.1,100,101,3.5,0,9
2020/2/2800:00,21.5,96,99,2.2,0,7
2020/2/2801:00,22,99,100,2.5,0,11
2020/2/2802:00,22,96,93,3.2,0,16
2020/2/2803:00,22,95,98,2.1,0,9
2020/2/2804:00,22.2,83,78,1.1,0,13
2020/2/2805:00,22.2,93,97,2.4,0,7
2020/2/2806:00,22.3,132,171,2.1,0,7
2020/2/2807:00,21.4,173,157,1.4,0,10
2020/2/2808:00,23.8,124,134,2.1,0,10
2020/2/2809:00,25.5,122,131,2.1,0,4
2020/2/2810:00,24.8,239,289,2.4,0,3
2020/2/2811:00,25.3,290,320,0.9,0,13
2020/2/2812:00,25.3,298,293,5,0,30
2020/2/2813:00,23.5,285,279,5.2,0,28
2020/2/2814:00,22.3,276,266,2.8,0,31
2020/2/2815:00,21.8,265,275,2.4,0,24
2020/2/2816:00,21.3,285,276,1.9,0,31
2020/2/2817:00,20.4,263,266,0.8,0,28
2020/2/2818:00,19.9,246,256,0.7,0,30
2020/2/2819:00,19.6,250,229,0.4,0,44
2020/2/2820:00,19.8,277,293,0.8,0,78
2020/2/2821:00,19.9,295,284,0.6,0,64
2020/2/2822:00,19.9,291,255,0.5,0,81
2020/2/2823:00,19.9,291,286,0.5,0,73
2020/2/2900:00,19.9,313,267,0.4,0,56
2020/2/2901:00,19.6,288,295,0.5,0,44
2020/2/2902:00,19.4,297,271,0.5,0,36
2020/2/2903:00,19.2,177,92,0.4,0,31
2020/2/2904:00,19,271,281,0.7,0,29
2020/2/2905:00,18.7,287,137,0.5,0,25
2020/2/2906:00,19,98,53,0.7,0,11
2020/2/2907:00,20.3,346,295,0.6,0,21
2020/2/2908:00,22,190,130,0.8,0,34
2020/2/2909:00,24.5,177,317,0.8,0,27
2020/2/2910:00,26.5,219,186,1.4,0,19
2020/2/2911:00,27.5,288,308,3.5,0,17
2020/2/2912:00,27.2,307,302,3.3,0,15
2020/2/2913:00,27.1,306,302,2.8,0,17
2020/2/2914:00,26.4,296,302,3.5,0,13
2020/2/2915:00,25.2,296,279,2.3,0,14
2020/2/2916:00,25.2,169,128,2.5,0,18
2020/2/2917:00,25,143,145,1.7,0,14
2020/2/2918:00,24.7,152,290,1.7,0,13
2020/2/2919:00,23.8,300,134,1.1,0,17
2020/2/2920:00,23.4,130,104,1.1,0,12
2020/2/2921:00,22.7,99,90,1.1,0,11
2020/2/2922:00,22.4,111,145,1.3,0,16
2020/2/2923:00,22,97,108,1.2,0,14
2020/3/100:00,21.8,7,314,0.9,0,19
2020/3/101:00,21,280,187,0.5,0,19
2020/3/102:00,21.2,182,21,0.4,0,15
2020/3/103:00,20.9,134,112,0.7,0,13
2020/3/104:00,20.5,99,307,0.6,0,12
2020/3/105:00,19.7,286,267,1.7,0,16
2020/3/106:00,19.5,264,292,1,0,16
2020/3/107:00,20.4,241,266,2.3,0,26
2020/3/108:00,22.1,281,292,1.7,0,25
2020/3/109:00,23.9,286,303,3.3,0,21
2020/3/110:00,23.8,305,292,3.7,0,21
2020/3/111:00,24.1,304,306,4,0,19
2020/3/112:00,24.3,291,281,4.1,0,26
2020/3/113:00,23.4,285,285,3.9,0,20
2020/3/114:00,22.3,278,292,3.3,0,18
2020/3/115:00,21.4,282,288,3.9,0,11
2020/3/116:00,20.9,277,273,2.4,0,8
2020/3/117:00,20.4,252,232,1.4,0,8
2020/3/118:00,20.2,194,223,2,0,7
2020/3/119:00,20.7,239,285,1.2,0,7
2020/3/120:00,20.5,235,204,1,0,8
2020/3/121:00,20.5,58,11,1.2,0,7
2020/3/122:00,19.8,53,3,1.1,0,3
2020/3/123:00,19.4,264,49,1.4,0,3
2020/3/200:00,19.3,248,222,1,0,4
2020/3/201:00,18.8,114,202,1.9,0,1
2020/3/202:00,18,116,114,1.2,0,1
2020/3/203:00,17.7,71,59,1.7,0,2
2020/3/204:00,17.6,64,67,1.6,0,3
2020/3/205:00,17.5,84,59,1.8,0,3
2020/3/206:00,17.3,70,65,2.9,0,2
2020/3/207:00,17.3,85,80,1.5,0,2
2020/3/208:00,17.8,67,60,2.6,0,5
2020/3/209:00,18.3,57,51,3.7,0,4
2020/3/210:00,19.5,54,35,3.3,0,11
2020/3/211:00,20.2,70,85,3.1,0,8
2020/3/212:00,20,84,75,3.1,0,5
2020/3/213:00,20,65,51,3.4,0,5
2020/3/214:00,20,97,100,3.3,0,10
2020/3/215:00,19.2,95,93,3.7,0,11
2020/3/216:00,18.5,99,107,3.4,0,7
2020/3/217:00,18,103,95,3,0,7
2020/3/218:00,18.4,102,105,2.4,0,9
2020/3/219:00,18.3,103,102,3.4,0,6
2020/3/220:00,18.2,97,102,3.9,0,7
2020/3/221:00,18.3,104,116,3.9,0,7
2020/3/222:00,18.1,108,103,3.3,0,7
2020/3/223:00,17.7,103,107,3.1,0,8
2020/3/300:00,18,105,111,3,0,8
2020/3/301:00,18.1,96,91,2.6,0,7
2020/3/302:00,18,107,105,3.4,0,6
2020/3/303:00,17.9,108,99,3.6,0,9
2020/3/304:00,18.2,99,98,2.8,0,11
2020/3/305:00,18.2,121,128,2.3,0,11
2020/3/306:00,18.9,121,93,1.4,0,13
2020/3/307:00,19.6,119,133,1.8,0,10
2020/3/308:00,20.5,112,88,1.4,0,10
2020/3/309:00,21.8,69,56,1.8,0,11
2020/3/310:00,22.3,48,54,1.6,0,9
2020/3/311:00,22.8,88,117,2,0,11
2020/3/312:00,23.5,107,90,2,0,9
2020/3/313:00,23.8,128,116,1.4,0,8
2020/3/314:00,24.8,136,171,1.5,0,6
2020/3/315:00,25,113,104,2.2,0,11
2020/3/316:00,24,102,119,3,0,11
2020/3/317:00,22.3,95,93,2.3,0,10
2020/3/318:00,21.5,61,58,2,0,12
2020/3/319:00,21.1,92,96,2.1,0,15
2020/3/320:00,21.5,84,95,1.9,0,11
2020/3/321:00,21.5,105,105,2.4,0,13
2020/3/322:00,21.7,79,59,1.8,0,10
2020/3/323:00,21.5,79,103,1.9,0,15
2020/3/400:00,21.4,84,91,2.6,0,14
2020/3/401:00,21.2,94,103,2.8,0,12
2020/3/402:00,21.5,80,84,2,0,13
2020/3/403:00,21.8,82,90,1.3,0,11
2020/3/404:00,22.2,89,89,1.5,0,10
2020/3/405:00,22.2,131,117,1,0,10
2020/3/406:00,21.6,280,294,1.5,0,16
2020/3/407:00,21.3,287,22,1.5,0,15
2020/3/408:00,21.2,96,93,2,0,8
2020/3/410:00,20,184,232,2.6,0,4
2020/3/411:00,19.8,254,260,2.6,0,2
2020/3/412:00,19,236,242,2.5,0,4
2020/3/413:00,18.7,251,247,2.5,0,3
2020/3/414:00,18.4,263,257,2.3,0,4
2020/3/415:00,18.6,263,295,1.3,0,5
2020/3/416:00,18.7,66,58,2.3,0,3
2020/3/417:00,18.3,198,110,2.3,0,2
2020/3/418:00,18.2,67,22,2,0,3
2020/3/419:00,17.9,56,47,2.5,0,2
2020/3/423:00,16.5,71,74,1.1,0,3
2020/3/508:00,15.7,91,76,2.7,0,4
2020/3/509:00,16.1,90,93,2.6,0,7
2020/3/510:00,16.3,95,94,2.4,0,11
2020/3/511:00,16.8,99,112,2.9,0,16
2020/3/512:00,16.4,99,99,3.3,0,13
2020/3/513:00,16.6,98,93,2.9,0,14
2020/3/514:00,16.5,97,100,3,0,16
2020/3/515:00,16.5,97,93,2.7,0,13
2020/3/516:00,16.5,96,95,2.8,0,14
2020/3/517:00,16.4,99,104,2.9,0,19
2020/3/518:00,16.3,98,97,3.2,0,13
2020/3/519:00,16,102,97,3.4,0,13
2020/3/520:00,16.2,102,101,3,0,13
2020/3/521:00,16.1,102,95,3.2,0,15
2020/3/522:00,16.1,102,111,4.4,0,12
2020/3/523:00,15.9,104,103,2.9,0,11
2020/3/600:00,16.2,99,106,3.5,0,12
2020/3/601:00,16.4,108,115,2.5,0,9
2020/3/602:00,16.9,113,101,2.9,0,6
2020/3/603:00,17.4,99,99,2.8,0,9
2020/3/604:00,17.6,101,119,2.3,0,7
2020/3/605:00,17.8,106,101,2.1,0,9
2020/3/606:00,18,108,109,2.1,0,10
2020/3/607:00,18.7,102,109,2.2,0,12
2020/3/608:00,19.8,74,60,1.9,0,9
2020/3/609:00,21.7,70,96,2.6,0,6
2020/3/610:00,23.6,62,45,3.4,0,8
2020/3/611:00,24.3,46,49,3,0,8
2020/3/612:00,24.2,44,44,2.4,0,8
2020/3/613:00,24.1,42,43,2.1,0,8
2020/3/615:00,24.1,106,100,2.4,0,5
2020/3/616:00,23.9,99,91,1.4,0,6
2020/3/617:00,23.2,111,103,1.5,0,9
2020/3/618:00,22.3,100,93,1.1,0,6
2020/3/619:00,21.5,86,72,1.2,0,7
2020/3/620:00,21,83,83,0.8,0,9
2020/3/621:00,20.2,93,93,1.4,0,10
2020/3/622:00,20.1,87,35,0.8,0,7
2020/3/623:00,19.7,116,110,0.9,0,8
2020/3/700:00,19.4,126,201,0.5,0,12
2020/3/701:00,19.3,302,309,0.8,0,21
2020/3/702:00,19.7,247,242,0.4,0,20
2020/3/703:00,19.8,296,214,0.7,0,27
2020/3/704:00,19.4,25,358,0.6,0,22
2020/3/705:00,19,228,293,0.6,0,29
2020/3/706:00,18.9,287,298,1.8,0,32
2020/3/707:00,19.9,263,245,1.4,0,28
2020/3/708:00,20.8,266,111,0.7,0,29
2020/3/709:00,22.3,113,9,0.9,0,30
2020/3/710:00,23.8,132,100,1.2,0,20
2020/3/711:00,25.4,251,310,1.3,0,25
2020/3/712:00,26.7,290,308,3.2,0,24
2020/3/713:00,27.2,315,294,1.9,0,21
2020/3/714:00,26.3,307,306,3.2,0,17
2020/3/715:00,25.7,308,305,2.4,0,17
2020/3/716:00,25.5,296,285,2.1,0,14
2020/3/717:00,23.9,271,276,1.4,0,13
2020/3/718:00,22.9,267,243,1.5,0,15
2020/3/719:00,22.6,220,356,0.4,0,15
2020/3/720:00,22.5,181,107,1.1,0,17
2020/3/721:00,21.7,296,185,0.4,0,21
2020/3/722:00,21.3,121,114,2,0,21
2020/3/723:00,21.1,105,117,0.9,0,20
2020/3/800:00,21.6,55,291,0.7,0,19
2020/3/801:00,21.2,278,270,0.8,0,24
2020/3/802:00,21.1,332,30,1,0,27
2020/3/803:00,21.1,239,307,1.2,0,18
2020/3/804:00,20.6,31,130,1.2,0,28
2020/3/805:00,21.6,116,115,1.9,0,12
2020/3/806:00,21.1,15,120,1.4,0,23
2020/3/807:00,22.6,98,102,2,0,9
2020/3/808:00,24.1,104,104,2.7,0,9
2020/3/809:00,25.8,88,93,4.1,0,11
2020/3/810:00,27.5,87,82,3.1,0,9
2020/3/811:00,28.3,77,95,2.7,0,10
2020/3/812:00,28.9,97,99,3.1,0,10
2020/3/813:00,28.4,98,101,2.7,0,9
2020/3/814:00,28,98,102,3.6,0,6
2020/3/815:00,26.4,95,101,3.6,0,7
2020/3/816:00,26.1,86,80,1.8,0,7
2020/3/817:00,25.5,86,80,1.8,0,7
2020/3/818:00,25,89,92,2.2,0,7
2020/3/819:00,24.8,109,125,1.8,0,6
2020/3/820:00,23.9,99,88,1.5,0,4
2020/3/821:00,23.5,158,179,1.2,0,2
2020/3/822:00,23.5,174,178,1,0,4
2020/3/823:00,23.1,174,225,1.2,0,5
2020/3/900:00,22.9,268,279,1.8,0,16
2020/3/901:00,22.6,281,288,1.7,0,24
2020/3/902:00,22.2,298,330,0.7,0,17
2020/3/903:00,22.1,295,51,0.5,0,17
2020/3/904:00,22.1,236,175,0.5,0,17
2020/3/905:00,21.9,129,100,1.1,0,21
2020/3/906:00,21.4,103,103,0.8,0,20
2020/3/907:00,22.4,118,192,0.8,0,17
2020/3/908:00,24.4,302,310,1.4,0,17
2020/3/909:00,25.9,300,307,3.4,0,21
2020/3/910:00,25.4,296,294,4.3,0,27
2020/3/912:00,25,302,313,2.4,0,27
2020/3/913:00,25.3,305,305,2.6,0,25
2020/3/914:00,24.4,293,295,3,0,38
2020/3/915:00,24,297,279,2,0,23
2020/3/916:00,23.6,293,292,2.1,0,34
2020/3/917:00,23.2,309,322,2.2,0,35
2020/3/918:00,23.4,306,297,2.1,0,27
2020/3/919:00,24.1,298,308,1.3,0,29
2020/3/920:00,25,289,278,2.3,0,24
2020/3/1013:00,18.1,10,30,1.3,0,4
2020/3/1014:00,17.9,15,172,1.5,0,4
2020/3/1015:00,17.4,21,42,1.8,0,5
2020/3/1016:00,17.2,70,29,2.2,0,7
2020/3/1017:00,16.8,37,30,2.7,0,4
2020/3/1018:00,16.8,84,107,1.7,0,6
2020/3/1019:00,16.6,129,137,2.7,0,7
2020/3/1020:00,16.7,117,123,2.5,0,9
2020/3/1021:00,16.8,120,114,1.7,0,9
2020/3/1022:00,16.8,103,104,2,0,8
2020/3/1023:00,16.9,102,106,1.6,0,11
2020/3/1100:00,17.1,57,44,3.2,0,11
2020/3/1101:00,17.2,80,78,1.1,0,10
2020/3/1102:00,17.2,83,108,1.8,0,13
2020/3/1103:00,17.1,95,98,2.4,0,12
2020/3/1104:00,17,104,105,2,0,15
2020/3/1105:00,17,95,79,1.8,0,18
2020/3/1106:00,16.9,82,53,1.8,0,13
2020/3/1107:00,17.4,73,67,2,0,21
2020/3/1108:00,18.2,83,92,2.6,0,23
2020/3/1109:00,18.9,88,75,2.6,0,33
2020/3/1110:00,19.6,79,70,3.5,0,21
2020/3/1112:00,20.1,86,83,3.6,0,25
2020/3/1113:00,19.9,90,77,3.1,0,24
2020/3/1114:00,19.1,92,92,3.4,0,28
2020/3/1115:00,18.8,95,97,3.2,0,23
2020/3/1116:00,18.6,95,94,3.9,0,25
2020/3/1117:00,18.3,92,95,3,0,21
2020/3/1118:00,18.2,92,91,3.7,0,24
2020/3/1119:00,18.1,94,95,3.4,0,20
2020/3/1120:00,18,95,78,2.4,0,19
2020/3/1121:00,18.1,93,94,3.7,0,17
2020/3/1122:00,18.4,92,94,2.6,0,22
2020/3/1123:00,18.9,81,87,1.9,0,17
2020/3/1200:00,19.2,81,83,2.2,0,16
2020/3/1201:00,19.5,78,78,2,0,11
2020/3/1202:00,19.8,78,60,1.3,0,9
2020/3/1203:00,20.1,72,55,1.5,0,6
2020/3/1204:00,20.3,83,97,1.5,0,5
2020/3/1205:00,20.5,90,187,0.6,0,6
2020/3/1206:00,20.4,341,2,0.8,0,5
2020/3/1207:00,20.4,19,300,0.9,0,6
2020/3/1211:00,20.5,149,173,0.7,0,9
2020/3/1212:00,21.7,327,308,2,0,9
2020/3/1213:00,22.2,293,292,3,0,11
2020/3/1214:00,22.8,289,290,2.8,0,9
2020/3/1215:00,22.7,278,284,2.4,0,11
2020/3/1216:00,22.5,279,297,1.5,0,11
2020/3/1217:00,22.3,265,224,0.6,0,13
2020/3/1218:00,21.8,272,268,1,0,14
2020/3/1219:00,21.2,254,277,1,0,19
2020/3/1220:00,20.9,257,228,1.1,0,19
2020/3/1221:00,21,238,253,1.1,0,16
2020/3/1222:00,21.1,250,248,1.6,0,17
2020/3/1223:00,20.8,278,261,2.3,0,18
2020/3/1312:00,21.7,266,256,1.1,0,10
2020/3/1313:00,21.8,293,289,2.4,0,17
2020/3/1314:00,21.5,253,249,2.6,0,11
2020/3/1315:00,21.2,283,304,1.7,0,7
2020/3/1316:00,20.8,273,270,2,0,7
2020/3/1317:00,20.4,280,286,1.9,0,8
2020/3/1318:00,20.2,285,13,0.5,0,10
2020/3/1319:00,20.2,109,110,1.8,0,9
2020/3/1402:00,17.8,196,204,1.4,0,3
2020/3/1404:00,17.3,226,357,1.1,0,6
2020/3/1405:00,17.6,27,99,1.2,0,7
2020/3/1406:00,17.4,245,152,1.1,0,8
2020/3/1407:00,17.4,163,115,1.4,0,17
2020/3/1408:00,17.5,184,141,0.8,0,11
2020/3/1409:00,17.2,243,274,1.1,0,16
2020/3/1412:00,17.1,277,207,2,0,18
2020/3/1413:00,17.3,214,341,1.4,0,18
2020/3/1414:00,18,27,36,4.2,0,17
2020/3/1415:00,17.6,45,55,3.3,0,16
2020/3/1416:00,17.2,44,42,2.3,0,16
2020/3/1417:00,17,80,129,2.2,0,17
2020/3/1418:00,16.4,119,130,1.8,0,12
2020/3/1419:00,16.1,112,104,2.2,0,16
2020/3/1420:00,16,108,113,2,0,14
2020/3/1421:00,16.2,108,108,1.9,0,16
2020/3/1422:00,16.3,102,100,1.9,0,14
2020/3/1423:00,16.2,101,97,1.6,0,12
2020/3/1500:00,16,107,95,1.8,0,12
2020/3/1501:00,15.7,103,105,1.7,0,20
2020/3/1502:00,15.3,109,103,1.5,0,16
2020/3/1503:00,14.9,99,93,1.2,0,19
2020/3/1504:00,14.5,88,46,1.3,0,19
2020/3/1505:00,14,88,92,0.8,0,15
2020/3/1506:00,14.1,107,97,1.1,0,17
2020/3/1507:00,16.1,115,132,2,0,18
2020/3/1508:00,18.2,128,129,4,0,20
2020/3/1509:00,20.1,92,96,2.4,0,21
2020/3/1510:00,21.2,60,50,2.5,0,18
2020/3/1511:00,21.8,61,55,2.4,0,18
2020/3/1512:00,22.2,62,65,2.7,0,15
2020/3/1513:00,22.4,79,98,2.9,0,21
2020/3/1514:00,22.2,76,83,3.4,0,15
2020/3/1515:00,21.6,80,75,3,0,19
2020/3/1516:00,20.3,58,52,3.3,0,21
2020/3/1517:00,19,51,48,3.8,0,18
2020/3/1518:00,18,59,55,2,0,18
2020/3/1519:00,17.5,72,93,2.2,0,17
2020/3/1520:00,17.4,87,76,1.6,0,18
2020/3/1521:00,17.3,78,68,1.3,0,18
2020/3/1522:00,17.2,92,91,1.8,0,19
2020/3/1523:00,17.1,78,73,1.5,0,17
2020/3/1600:00,17.1,77,62,1.5,0,23
2020/3/1601:00,17.2,78,80,1.8,0,18
2020/3/1602:00,17.1,88,92,2.1,0,16
2020/3/1603:00,16.9,95,90,1.9,0,16
2020/3/1604:00,16.7,74,81,1,0,20
2020/3/1605:00,16.8,88,86,1.3,0,18
2020/3/1606:00,17.1,103,123,2.2,0,17
2020/3/1607:00,18.8,92,93,2.7,0,17
2020/3/1608:00,20.6,96,101,4.9,0,15
2020/3/1609:00,22.1,105,103,5,0,11
2020/3/1610:00,23.2,104,99,4.7,0,12
2020/3/1611:00,24.2,102,99,4.2,0,11
2020/3/1612:00,24.6,97,105,4.7,0,10
2020/3/1613:00,24.7,99,102,5.2,0,14
2020/3/1614:00,24.5,108,106,5.3,0,15
2020/3/1615:00,24,103,102,4.3,0,12
2020/3/1616:00,22.8,98,95,3.4,0,17
2020/3/1617:00,21.5,92,91,3.3,0,19
2020/3/1618:00,20.6,90,91,2.7,0,16
2020/3/1619:00,20.1,90,85,1.7,0,17
2020/3/1620:00,20,90,98,1.7,0,10
2020/3/1621:00,19.9,86,84,1.7,0,14
2020/3/1622:00,19.8,81,84,2.1,0,16
2020/3/1623:00,20.1,85,85,1.9,0,13
2020/3/1700:00,20.4,85,93,2,0,11
2020/3/1701:00,20.5,89,94,1.1,0,13
2020/3/1702:00,20.4,80,65,0.6,0,13
2020/3/1703:00,19.5,103,111,1.7,0,19
2020/3/1705:00,18.6,107,107,1.7,0,18
2020/3/1706:00,18.8,104,68,0.7,0,15
2020/3/1707:00,20.3,101,91,1.7,0,18
2020/3/1708:00,21.7,127,145,1.7,0,15
2020/3/1709:00,23.5,150,185,1,0,14
2020/3/1710:00,25.1,192,218,1,0,20
2020/3/1711:00,26.1,246,298,2.2,0,25
2020/3/1712:00,24.9,305,299,4.2,0,34
2020/3/1713:00,24.6,313,310,3.9,0,23
2020/3/1714:00,23.1,312,314,2.4,0,23
2020/3/1715:00,22,311,313,2.3,0,27
2020/3/1716:00,21.4,305,300,2.2,0,22
2020/3/1717:00,20.8,310,309,2.7,0,22
2020/3/1718:00,20.2,286,276,2,0,20
2020/3/1719:00,19.9,256,247,1.3,0,23
2020/3/1720:00,19.8,274,297,1.6,0,26
2020/3/1721:00,19.6,288,247,0.6,0,23
2020/3/1722:00,19.5,283,241,0.9,0,23
2020/3/1723:00,19.6,53,34,2,0,24
2020/3/1800:00,19.8,42,50,0.6,0,27
2020/3/1801:00,19.4,264,274,0.7,0,25
2020/3/1802:00,18.9,213,87,0.6,0,25
2020/3/1803:00,19.1,109,98,0.9,0,23
2020/3/1804:00,19,3,53,1.3,0,25
2020/3/1805:00,18.7,106,104,1.4,0,17
2020/3/1806:00,18.8,242,244,1.2,0,24
2020/3/1807:00,19.2,295,330,0.6,0,34
2020/3/1808:00,20.5,143,71,0.9,0,32
2020/3/1809:00,22.4,154,194,0.9,0,30
2020/3/1810:00,23.4,338,41,1.3,0,28
2020/3/1811:00,24,291,299,2.7,0,25
2020/3/1812:00,22.7,285,258,1.8,0,23
2020/3/1813:00,22.2,276,273,2.1,0,24
2020/3/1814:00,22.2,297,304,1.6,0,27
2020/3/1815:00,22.1,288,281,1.7,0,25
2020/3/1816:00,22.2,321,6,0.6,0,26
2020/3/1818:00,21,297,291,1.4,0,35
2020/3/1819:00,20.8,233,222,0.8,0,27
2020/3/1820:00,20.8,148,118,1.5,0,30
2020/3/1821:00,21,55,2,1,0,34
2020/3/1822:00,20.9,122,121,0.7,0,31
2020/3/1823:00,20.2,80,108,1.2,0,36
2020/3/1900:00,20,98,85,0.9,0,29
2020/3/1901:00,20,105,62,0.6,0,34
2020/3/1902:00,19.8,294,247,0.5,0,38
2020/3/1903:00,20.1,99,113,0.6,0,32
2020/3/1904:00,20.2,104,102,0.5,0,31
2020/3/1905:00,20.2,88,102,1.1,0,30
2020/3/1906:00,20.2,107,189,0.5,0,33
2020/3/1907:00,20.3,279,299,1.2,0,39
2020/3/1908:00,20.6,253,104,0.7,0,48
2020/3/1910:00,21.7,183,211,0.7,0,45
2020/3/1913:00,23,275,319,1.4,0,29
2020/3/1914:00,22.6,307,303,2.4,0,34
2020/3/1915:00,22.2,310,312,2,0,39
2020/3/1916:00,22.1,303,302,1.4,0,38
2020/3/1921:00,20.6,79,112,0.9,0,15
2020/3/1922:00,20.6,131,150,1.4,0,19
2020/3/1923:00,20.3,103,87,1.1,0,15
2020/3/2000:00,20.2,335,351,0.5,0,17
2020/3/2001:00,20.1,154,119,1.6,0,22
2020/3/2002:00,20.5,129,127,2.1,0,25
2020/3/2003:00,21,129,119,1.3,0,28
2020/3/2004:00,21,130,131,2.4,0,25
2020/3/2005:00,21.2,110,106,1.8,0,32
2020/3/2006:00,21.2,106,98,2.4,0,34
2020/3/2007:00,21.8,79,53,2,0,41
2020/3/2008:00,22.5,76,82,2.8,0,40
2020/3/2009:00,23.9,63,63,2.8,0,38
2020/3/2010:00,24.2,80,65,3,0,44
2020/3/2011:00,25.2,86,76,3.1,0,39
2020/3/2012:00,24.8,86,68,2.1,0,34
2020/3/2013:00,23.9,84,92,3.1,0,32
2020/3/2014:00,24.5,59,74,2.6,0,26
2020/3/2015:00,24.6,83,104,1.6,0,19
2020/3/2016:00,24.1,70,93,2,0,13
2020/3/2017:00,23.8,89,107,1.7,0,15
2020/3/2018:00,23.4,95,94,1.7,0,13
2020/3/2019:00,23.3,93,97,2.1,0,9
2020/3/2020:00,23.3,95,91,1.4,0,8
2020/3/2021:00,23.3,102,100,1.4,0,6
2020/3/2022:00,23.3,98,99,1.3,0,6
2020/3/2023:00,23.2,95,97,0.9,0,5
2020/3/2100:00,22.7,171,166,0.6,0,5
2020/3/2101:00,22.4,240,251,0.9,0,8
2020/3/2102:00,21.5,270,312,0.8,0,13
2020/3/2103:00,21.7,330,295,1.2,0,11
2020/3/2104:00,21.4,244,203,0.7,0,25
2020/3/2105:00,21.1,197,222,0.7,0,25
2020/3/2106:00,21.2,138,132,0.4,0,27
2020/3/2107:00,22,108,89,0.7,0,24
2020/3/2108:00,24.1,119,122,0.8,0,26
2020/3/2109:00,25.9,209,269,1,0,28
2020/3/2110:00,27.6,250,254,1.9,0,23
2020/3/2111:00,28.7,271,287,1.9,0,18
2020/3/2112:00,29.3,280,300,3.2,0,26
2020/3/2113:00,29.1,289,286,3.4,0,22
2020/3/2114:00,29.1,292,288,2.6,0,25
2020/3/2115:00,28.5,275,272,1,0,30
2020/3/2116:00,26.8,292,294,4.6,0,29
2020/3/2117:00,24.6,267,248,2.4,0,25
2020/3/2118:00,23.7,276,292,1.4,0,21
2020/3/2119:00,23.3,299,322,2.1,0,22
2020/3/2120:00,23.6,334,21,0.9,0,27
2020/3/2121:00,23.8,351,18,0.8,0,25
2020/3/2122:00,24,332,252,1.3,0,25
2020/3/2123:00,24.5,331,319,0.9,0,25
2020/3/2200:00,24.4,319,18,0.5,0,30
2020/3/2201:00,23.7,325,336,1,0,28
2020/3/2202:00,23,274,311,0.8,0,26
2020/3/2203:00,22.7,283,342,0.9,0,29
2020/3/2204:00,23.5,271,260,1.2,0,26
2020/3/2205:00,23.4,208,174,1.1,0,30
2020/3/2206:00,23.3,241,293,1.4,0,32
