DATE,AMB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RAINFALL,PM2.5
2019/01/01 0:00,17.4                           ,86                             ,92                             ,3                              ,0                              ,7                              
2019/01/01 1:00,17.5                           ,84                             ,84                             ,2.7                            ,0                              ,1                              
2019/01/01 2:00,17.5                           ,80                             ,79                             ,2.7                            ,0                              ,1                              
2019/01/01 3:00,17.5                           ,80                             ,80                             ,3.1                            ,0                              ,1                              
2019/01/01 4:00,17.4                           ,81                             ,78                             ,3.2                            ,0                              ,4                              
2019/01/01 5:00,17.5                           ,81                             ,83                             ,3.4                            ,0                              ,4                              
2019/01/01 6:00,17.4                           ,82                             ,74                             ,2.9                            ,0                              ,6                              
2019/01/01 7:00,17.8                           ,85                             ,86                             ,3.4                            ,0                              ,1                              
2019/01/01 8:00,18.1                           ,81                             ,78                             ,3                              ,0                              ,1                              
2019/01/01 9:00,18.7                           ,78                             ,85                             ,3.2                            ,0                              ,1                              
2019/01/01 10:00,19.1                           ,76                             ,76                             ,3.7                            ,0                              ,1                              
2019/01/01 11:00,19.2                           ,76                             ,80                             ,3.6                            ,0                              ,1                              
2019/01/01 12:00,19.4                           ,72                             ,70                             ,4                              ,0                              ,1                              
2019/01/01 13:00,19.9                           ,79                             ,77                             ,4                              ,0                              ,1                              
2019/01/01 14:00,18.8                           ,77                             ,79                             ,3.7                            ,0                              ,1                              
2019/01/01 15:00,18.6                           ,80                             ,75                             ,3.1                            ,0                              ,1                              
2019/01/01 16:00,18.1                           ,80                             ,80                             ,3.5                            ,0                              ,1                              
2019/01/01 17:00,17.6                           ,82                             ,77                             ,4.9                            ,0.2                            ,1                              
2019/01/01 18:00,17.2                           ,82                             ,78                             ,3.3                            ,0.2                            ,3                              
2019/01/01 19:00,17.4                           ,85                             ,81                             ,3.3                            ,0                              ,9                              
2019/01/01 20:00,17.4                           ,83                             ,78                             ,3.6                            ,0                              ,4                              
2019/01/01 21:00,17.4                           ,84                             ,82                             ,3.2                            ,0                              ,1                              
2019/01/01 22:00,17.4                           ,81                             ,84                             ,4.2                            ,0                              ,1                              
2019/01/01 23:00,17.3                           ,82                             ,95                             ,3.9                            ,0                              ,1                              
2019/01/02 0:00,17.4                           ,80                             ,80                             ,2.6                            ,0                              ,7                              
2019/01/02 1:00,17.5                           ,84                             ,83                             ,3.3                            ,0                              ,3                              
2019/01/02 2:00,17.4                           ,86                             ,93                             ,3.5                            ,0                              ,3                              
2019/01/02 3:00,17.3                           ,83                             ,85                             ,2.8                            ,0                              ,1                              
2019/01/02 4:00,17.4                           ,85                             ,100                            ,2.4                            ,0                              ,1                              
2019/01/02 5:00,17.4                           ,92                             ,89                             ,3.1                            ,0                              ,2                              
2019/01/02 6:00,17.4                           ,92                             ,89                             ,3.3                            ,0.6                            ,1                              
2019/01/02 7:00,17.8                           ,93                             ,98                             ,3.4                            ,0.2                            ,1                              
2019/01/02 8:00,17.8                           ,94                             ,94                             ,3.6                            ,0                              ,1                              
2019/01/02 9:00,18.1                           ,89                             ,88                             ,4.4                            ,0                              ,1                              
2019/01/02 10:00,18.4                           ,91                             ,90                             ,3.2                            ,0                              ,1#                             
2019/01/02 11:00,18.9                           ,88                             ,84                             ,3.5                            ,0                              ,1                              
2019/01/02 12:00,19.3                           ,87                             ,88                             ,3.9                            ,0                              ,1                              
2019/01/02 13:00,19.1                           ,84                             ,81                             ,4.2                            ,0                              ,1                              
2019/01/02 14:00,19.1                           ,87                             ,88                             ,3.9                            ,0                              ,2                              
2019/01/02 15:00,18.9                           ,85                             ,85                             ,3                              ,0                              ,5                              
2019/01/02 16:00,18.9                           ,87                             ,88                             ,3                              ,0.2                            ,8                              
2019/01/02 17:00,18.8                           ,87                             ,83                             ,3.5                            ,0.2                            ,10                             
2019/01/02 18:00,18.9                           ,91                             ,101                            ,2.8                            ,0.2                            ,14                             
2019/01/02 19:00,19.1                           ,93                             ,90                             ,3.3                            ,0.2                            ,10                             
2019/01/02 20:00,19.2                           ,92                             ,86                             ,3.4                            ,0.2                            ,5                              
2019/01/02 21:00,19.4                           ,89                             ,87                             ,3                              ,0                              ,1                              
2019/01/02 22:00,19.2                           ,89                             ,92                             ,2.5                            ,0.2                            ,1                              
2019/01/02 23:00,19.1                           ,91                             ,78                             ,2.7                            ,0.2                            ,1                              
2019/01/03 0:00,19.1                           ,101                            ,105                            ,2                              ,0                              ,1                              
2019/01/03 1:00,19                             ,104                            ,243                            ,0.9                            ,0.4                            ,1                              
2019/01/03 2:00,18.1                           ,222                            ,191                            ,0.9                            ,0.2                            ,1                              
2019/01/03 3:00,17.9                           ,238                            ,263                            ,1                              ,0.4                            ,1                              
2019/01/03 4:00,17.7                           ,242                            ,246                            ,1.1                            ,0.8                            ,4                              
2019/01/03 5:00,17.7                           ,181                            ,245                            ,0.6                            ,1.8                            ,4                              
2019/01/03 6:00,17.8                           ,112                            ,104                            ,2.8                            ,0.2                            ,5                              
2019/01/03 7:00,18.2                           ,91                             ,88                             ,3.1                            ,0.6                            ,2                              
2019/01/03 8:00,18.7                           ,90                             ,86                             ,4                              ,1                              ,2                              
2019/01/03 9:00,19.5                           ,92                             ,105                            ,3.4                            ,0.2                            ,2                              
2019/01/03 10:00,20.2                           ,86                             ,87                             ,3.3                            ,0                              ,6                              
2019/01/03 11:00,20.2                           ,92                             ,95                             ,3                              ,0                              ,6                              
2019/01/03 12:00,20.6                           ,92                             ,93                             ,4.1                            ,0                              ,1                              
2019/01/03 13:00,20.7                           ,95                             ,99                             ,2.5                            ,0                              ,9                              
2019/01/03 14:00,20.8                           ,90                             ,84                             ,4.2                            ,0                              ,9                              
2019/01/03 15:00,20.7                           ,90                             ,94                             ,2.9                            ,0                              ,12                             
2019/01/03 16:00,20.4                           ,96                             ,92                             ,4.3                            ,0                              ,1                              
2019/01/03 17:00,20.3                           ,89                             ,91                             ,3.6                            ,0                              ,9                              
2019/01/03 18:00,20.4                           ,90                             ,92                             ,3                              ,0                              ,10                             
2019/01/03 19:00,20.6                           ,88                             ,90                             ,3.4                            ,0                              ,10                             
2019/01/03 20:00,20.8                           ,87                             ,89                             ,4.8                            ,0                              ,7                              
2019/01/03 21:00,21.2                           ,84                             ,78                             ,3.7                            ,0                              ,9                              
2019/01/03 22:00,21.3                           ,84                             ,84                             ,4.2                            ,0                              ,9                              
